,Laptop Brand,Price,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Card Reader,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,RAM Bus Speed,Maximum RAM Supported,Solid State Drive,SSD Interface,Battery,Included Software,Sales Package,Other Features,Thunderbolt,Fingerprint Sensor,Security Lock Port,RAM Slots,Chipset,Hard Disk Capacity,Battery Backup,Aspect Ratio,Adapter Type,Hard Disk Speed,Country of Origin,Refresh Rate,USB Port Details,Battery Details,Other Ports,Optane Memory,Max SSD Supported,Display Port,Micro SD Card Reader,Hard Disk Interface,Rear Camera,GPU Clock Speed,VGA
337,MSI,"₹1,09,990",Ryzen 9 ,5900HX,Gaming,Netbook,Windows 11 Home (64-bit),357 x 247 x 19 mm,1.9 kg,1 year Warranty,"Full HD 240Hz, close to 100%sRGB",No,15.6 inches,1920 x 1080 pixels,~ 141,No,,No,Intel Wi-Fi 6E AX210(2x2),v5.2,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,,Yes,RGB Gaming Keyboard,Yes,Yes,Yes,Built-in Dual Speakers,2 x 2W,No,AMD Ryzen 9 ,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,AMD,5th Gen,AMD Radeon RX 6700M,GDDR6 10 GB,16 GB DDR4,,,1 TB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,,,,,,,,,,,,,,,,,,
338,HP,"₹1,18,000",Core i7,11800H,Gaming,Netbook,Windows 10 Home (64-bit),369 x 248 x 22.5 mm,2.32 kg,1 year Warranty,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,"144 Hz Refresh Rate, Micro-edge, Anti-glare, Low Blue Light, Brightness: 300 nits, 137 ppi, Color Gamut: 100% sRGB, TUV Eyesafe, Flicker-Free",Integrated 10/100/1000 Gigabit Ethernet LAN,IEEE 802.11a/b/g/n/ac/ax,v5.2,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,Multi-Format SD Media Card Reader,Yes,Yes,Yes,Full-size 4-zone RGB backlit Shadow Black Keyboard,Yes,"Multi-touch Gesture Support, Precision Touchpad Support
",Integrated Dual Array Digital Microphones,Dual Speakers with Subwoofer,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA ,11th Gen,NVIDIA GeForce RTX 3050 Ti Graphics,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 32 GB,1 TB,,4 Cell Battery,,,,,,,2,,,Upto 9 hours,16:09,,,,,,,,,,,,,,,
339,HP,"₹1,24,999",Core i7,11800H,Gaming,Netbook,Windows 11 Home (64-bit),369 x 248 x 22.5 mm,2.32 kg,1 year Onsite Warranty,"FHD, IPS, Micro-edge",No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,"Low Blue Light, 300 nits Brightness, 100% sRGB Color Gamut",,Intel Wi-Fi AX210 (2x2),v5.2,"1 x USB Type-C, 3 x USB 2.0",1 x HDMI Port,1 x multi-format SD media card reader,Yes,Yes,Yes,"Full-size, 4-zone RGB backlit, shadow black keyboard, Yes",Yes,"HP Imagepad with Multi-touch Gesture Support, Precision Touchpad Support",integrated Dual Array Digital Microphones,Dual speakers,Audio by Bang & Olufsen,No,Intel Core i7,"4.6 Hz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX RTX 3060,GDDR6 6 GB,16 GB DDR4,,,1 TB,,6 Cell Battery,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts","Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter",83 Wh Li-ion polymer,,,,,,,Upto 9 hours,,,,,,,,,,,,,,,,
340,Asus,"₹1,44,990",Ryzen 9 ,5900HS,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),355 x 243 x 19.9 mm,1.9 kg,1 year Onsite Warranty,Quad HD LED-Backlit LCD IPS-Level Display with FreeSync ,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,"300 nits Brightness, 165 Hz Refresh Rate, 3ms Response Time (G2G) 100% DCI-P3, 1000:1 Contrast, Pantone Validated",10/100/1000,Wi-Fi 6 (802.11ax) Dual Band (2x2),v5.1,"2 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0b Port,1 x Card Reader (microSD),Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,"2 x 2 W Tweeter, 4 x 2 W Woofer With Smart Amp Technology","AI Mic Noise-Canceling, Dolby Atmos Software, Smart Amp",No,AMD Ryzen 9 ,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",20 MB,NVIDIA,9th Gen,NVIDIA GeForce RTX 3050Ti,GDDR6 4 GB,16 GB DDR4,3200 MHz,,1 TB,,4 Cell Battery,Office Home and Student 2019,"Laptop, Power Adaptor, User Guide, Warranty Documents","90 WHr Li-ion Battery, BIOS Administrator Password and User Password Protection, Graphic Wattage with ROG Boost up to 1525 MHz at 80W (95W with Dynamic Boost), Viewing Angle 85/85/85/85, Free Sync, 3ms Response Time",,Yes,Kensington Lock,,,,Upto 5 hours,,200 W AC Adapter,,,,,,,,,,,,,,
341,Asus,"₹54,690",Core i5,9300H,Gaming,Netbook,Windows 10 Home (64-bit),359 x 248 x 21.9 mm,2.14 kg,1 year Onsite Warranty,"Full HD LED Backlit Display (16:9, 250nits Brightness, NTSC: 45% Color Gamut, 80% Screen-to-body Ratio, IPS Level Panel)",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,No,802.11ax,v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,,Yes,,Yes,"Backlit Chiclet Keyboard with Num-key, Yes",Yes,No,,Built-in Speaker,Harman/Kardon Built In Speaker,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA GeForce GTX 1650,GDDR5 4 GB,8 GB DDR4,,,256 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",42WHr Li-ion Battery,,Yes,,,,1 TB,,,,,,,,,,,,,,,,,
342,Asus,"₹62,890",Core i5,10300H,Gaming,Netbook,Windows 10 Home (64-bit),359 x 248 x 21.9 mm,2.14 kg,1 year Onsite Warranty,Full HD LED Backlit Display,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"250nits Brightness, NTSC: 45% Color Gamut, 80% Screen-to-body Ratio, IPS Level Panel, Refresh Rate up to 144Hz",No,802.11ax,v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Yes,Built-in Speaker,Harman/Kardon Built In Speaker,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,,,256 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",42WHr Li-ion Battery,,Yes,,,,1 TB,,16:09,,,,,,,,,,,,,,,
343,Lenovo,"₹1,32,999",Ryzen 7 ,5800H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),356 x 260 x 21 mm,2.45 kg,1 year Onsite Warranty,IPS ,No,16 inches,2560 x 1600 pixels,~ 189,Yes,"Quad HD IPS Display (500 nits Brightness, 100% sRGB, Dolby Vision, HDR 400, Free-Sync, G-Sync, DC Dimmer)",100/1000,11ax (2x2),v5.1,"4 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,"4-Zone RGB LED Backlit English Keyboard, Yes",Yes,Yes,Dual Array Microphone,2 W x 2 Stereo Speakers,"High Definition (HD) Audio, Nahimic Audio",No,AMD Ryzen 7 ,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,3200 MHz,Upto 32 GB,1 TB,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents","80 WHr Battery, E-Camera shutter, ErP Lot 3, RoHS compliant, TUV High Gaming Performance certified, TUV Low Blue Light certified (Hardware Solution)",,,,2,AMD SoC Platform,,Upto 4.2 hours,,"300 W AC Adapter
",,,,,,,,,,,,,,
344,Asus,"₹89,990",Core i5,11400H ,Gaming,Netbook,Windows 10 (64-bit),340 x 240 x 20 mm,2.21 kg,1 year Warranty,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,,"10/100/1000 Mbps
",IEEE 802.11a/b/g/n/ac/ax,v5.2,2 x USB 3.0,1 x HDMI 2.0b Port,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Built-in Speakers,,No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA ,11th Gen,NVIDIA GeForce RTX3050,4 GB,8 GB,,,1 TB,,,,"Main Unit, Charging Cable, Charging Adapter",,,,,,,,,FHD 144hz Display,,,,,,,,,,,,,,,
345,HP,"₹1,43,225",Core i7,11800H,Gaming,Netbook,Windows 10 Home (64-bit),369 x 248 x 22.5 mm,2.32 kg,1 year Onsite Warranty,QHD ,No,16.1 inches,2560 x 1440 pixels,~ 182,Yes,"165 Hz, 3 ms response time IPS, micro-edge, Low Blue Light, Brightness: 300 nits, 182 ppi",Integrated 10/100/1000 GbE LAN,Intel Wi-Fi 6 AX201 (2x2),v5,"1 x USB Type-C, 3 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,"Full-size, 4-zone RGB backlit, shadow black keyboard with numeric keypad and 26-Key Rollover Anti-Ghosting Key technology, Yes",Yes,HP Imagepad with Multi-touch Gesture Support Precision Touchpad Support,Built-in dual array digital microphones,Built-in Dual Speakers,"Audio by B&O, Dual speakers",No,Intel Core i7,"1.9 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB DDR4,,,1 TB,,6 Cell Battery,Microsoft Office Home & Student 2019,"Laptop, Power Adapter, User Guide, Warranty Documents",,,,,,,,,,,,,,,,,,,,,,,,
346,Acer,"₹1,35,999",Core i9,11900H,Gaming,Netbook,Windows 11 Home Basic (64-bit),363 x 255 x 22.9 mm,2.3 kg,1 year Onsite Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD IPS LED Backlit Display,No,802.11 b/g/n/ax,v5.2,1 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,with Multi-Touch Gestures Enabled,Built-in Microphone,Built-in Speakers,,No,Intel Core i9,"2.5 GHz, Octa Core Turbo Boost Upto 4.9 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,6 GB,16 GB DDR4,,,1 TB,,4 Cell Battery,,,,,,,1,,,,,,,,,,,,,,,,,,,
347,MSI,"₹2,09,990",Core i9,11900H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 256 x 15.9 mm,2.2 kg,2 years Warranty,QHD+ ,No,16 inches,2560 x 1600 pixels,~ 189,Yes,"120Hz DCI-P3 100% typical, Finger Touch panel",No,Killer Wi-Fi 6E AX1675,v5.2,"2 x USB Type-C, 2 x USB 3.0",,1 x Micro SD Card Reader,Yes,Yes,Yes,Mini LED Per Key RGB Backlight Keyboard,Yes,Yes,Yes,Built-in Dual Speakers,Realtek ALC 298,No,Intel Core i9,"2.1 GHz, Octa Core Turbo Boost Upto 4.9 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,,,1 TB,,4 Cell Battery,,"Laptop, power adapter, user guide",,,Yes,,,,,,,180W Adapter,,,,,,,,,,,,,,
348,Lenovo,"₹57,490",Ryzen 5 ,5600H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),359 x 249.6 x 24.9 mm,2.2 kg,Warranty + 1 Year ADP + 1 Year Premium Care,"Full HD LED Backlit, IPS Display",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"250 nits Brightness, 120 Hz Refresh Rate",100/1000M,11ac (2x2),v5,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Blue LED Backlit English Keyboard, Yes",Yes,Yes,Built-in Dual Array Microphones,Built-in Dual Stereo Speakers,2 x 1.5 W Stereo Speakers with Dolby Audio,No,AMD Ryzen 5 ,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",11 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,3200 MHz,,512 GB,,,Microsoft OFFICE H&S 2021,"Laptop, Power Adaptor, User Guide, Warranty Documents","45 Wh Battery, ErP Lot 3, RoHS compliant, Energy Star 8.0 Certified",,,,2,AMD SoC Platform,,Upto 6.7 hours,,,,,,,,,,,,,,,,
349,Asus,"₹78,000",Core i5,11400H,Gaming,Netbook,Windows 10 Home (64-bit),399 x 269 x 23.3 mm,2.6 kg,1 year Onsite Warranty,Full HD LED Backlit Display ,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level","1x RJ45 LAN Port
",802.11ax,v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in array microphone,Built-in Speaker,"2 x 2W speaker, AI mic noise-canceling DTS software",No,Intel Core i5,"2.7 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,,,512 GB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",90WHrs Li-ion,,,,,,,,16:09,,,,,,,,,,,,,,,
350,Asus,"₹88,400",Core i7,11800H,Gaming,Netbook,Windows 10 Home (64-bit),399 x 269 x 23.3 mm,2.6 kg,1 year Onsite Warranty,Full HD LED Backlit Display,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level",No,802.11ax,v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in array microphone,Built-in Speaker,"2 x 2W speaker, AI mic noise-canceling DTS software",No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,,,512 GB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",90WHrs Li-ion,,,,,,,,16:09,180W AC Adapter,,,,,,,,,,,,,,
351,Lenovo,"₹1,36,990",Ryzen 7 ,5800H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),356 x 260.4 x 21.7 mm,2.45 kg,3 years Onsite Warranty,Quad HD IPS Display,No,16 inches,2560 x 1600 pixels,~ 189,Yes,"500 nits Brightness, 100% sRGB, Dolby Vision, HDR 400, Free-Sync, G-Sync, DC Dimmer",100/1000,11ax (2x2),v5.1,"4 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,"4-Zone RGB LED Backlit English Keyboard, Yes",Yes,Yes,Dual Array Microphone,2 W x 2 Stereo Speakers,"High Definition (HD) Audio, Nahimic Audio",No,AMD Ryzen 7 ,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX3060 ,GDDR6 6 GB,16 GB DDR4,3200 MHz,Upto 32 GB,2 TB,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents","80 WHr Battery, E-Camera shutter, ErP Lot 3, RoHS compliant, TUV High Gaming Performance certified, TUV Low Blue Light certified (Hardware Solution)",,,,2,AMD SoC Platform,,Upto 4.2 hours,,300 W AC Adapter,,,,,,,,,,,,,,
352,Lenovo,"₹1,84,990",Ryzen 7 ,5800H,Gaming,Netbook,Windows 10 Home,356 x 260.4 x 21.7 mm,2.45 kg,1 year Warranty,WQXGA IPS ,No,16 inches,2560 x 1600 pixels,~ 189,Yes,"500nits , 165Hz, 100% sRGB, Dolby Vision, HDR",No,"11ax, 2x2",v5.1,"4 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,"4-Zone RGB LED Backlit, English, Yes",Yes,Yes,Built-in array microphone,Built-in Stereo Speakers,"2W x2, Nahimic Audio, Realtek ALC3306 codec",No,AMD Ryzen 7 ,"4.4 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,32 GB DDR4,,,1 TB,,,Microsoft Office Home & Student 2019,"Laptop, battery, adapter, cables and user manuals",80Wh,,,,,,,Upto 4.2 hours,,300W Slim Tip,,,,,,,,,,,,,,
353,Asus,"₹1,52,390",Ryzen 9 ,5900HS,"Gaming, Performance",Hybrid,Windows 10 Home (64-bit),299 x 222 x 15.8 mm,1.3 kg,1 year Onsite Warranty,WUXGA Glossy Display,Yes,13.4 inches,1920 x 1200 pixels,~ 169,Yes,"89/89/89/89 Viewing Angle, IPS-level Panel, 300nits Brightness, 1:1000, Adaptive-Sync",No,Wi-Fi 6 (802.11ax) Dual Band (2*2),v5.1,"2 x USB Type-C, 1 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,2 x 1W Speaker with Smart Amp Technology,"Audio by Dolby Atmos, Smart Amp Technology, AI mic Noise-canceling, DAC, Hi-Res Audio",No,AMD Ryzen 9 ,"3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,32 GB LPDDR4X,4266 MHz,Upto 32 GB,1 TB,,4 Cell Battery,Microsoft Office Home and Student 2019,"Laptop, Battery, Adapter, Cables and User Manuals","BIOS Administrator Password and User Password Protection, TYPE-C, 100W AC Adapter, Output: 20V DC, 5A, 100W, Input: 100~240V AC, 50/60Hz Universal, GV301 Sleeve Bag, Pen",,,,,NA,,,16:09,"100W AC Adapter
",,,,,,,,,,,,,,
354,Acer,"₹80,990",Ryzen 7 ,5800H,Gaming,Netbook,Windows 10 Home (64-bit),363.4 x 255 x 23.9 mm,2.4 kg,1 year Warranty,"Full HD, IPS (In-Plane Switching) Technology",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, supporting 144 Hz refresh rate",Killer Ethernet E2600,802.11a/b/g/n/acR2+ax,v5.1,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Yes,Built-in Dual Microphone,Built-in Stereo Speakers,DTS X:Ultra Audio,No,AMD Ryzen 7 ,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,,,256 GB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,1 TB,Upto 13 hours,16:09,180W,,,,,,,,,,,,,,
355,Acer,"₹74,999",Core i5,11400H,Gaming,Netbook,Windows 10 Home (64-bit),363.4 x 255 x 23.9 mm,2.4 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD, Acer ComfyView LED-backlit TFT LCD, 144 Hz Refresh Rate",Killer Ethernet E2600,"Killer Wi-Fi 6 AX 1650i, 802.11a/b/g/n/ac R2+ax Wireless LAN",v5.1,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Touchpad with Multi-touch Gesture Support,Built-in Dual Microphone,Built-in Dual Speakers,"DTS X:Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier | Supported in Windows Spatial Sound for PC Gaming with DTS license integrated | Acer Purified. Voice technology with dual built-in microphones | Compatible with Cortana with Voice | Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound",No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 1650,GDDR6 4 GB,8 GB DDR4,,Upto 32 GB,512 GB,,4 Cell Battery,"Acer Care Center, Acer Product Registration, NitroSense","Laptop, Power Adaptor, User Guide, Warranty Documents",,,,Kensington Lock Slot,2,,,Upto 8 hours,16:09,,,,,,,,,,,,,,,
356,Acer,"₹1,17,990",Core i7,11800H,Gaming,Netbook,"Windows 10 Home, Windows 10 Home 64-bit",363 x 255 x 22.9 mm,2.3 kg,1 year Warranty,QHD with IPS Technology ,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,"Acer ComfyView LED-backlit TFT LCD, supporting 165 Hz, 3 ms Overdrive, DCI-P3 100%)",Killer Ethernet E2600,"Killer Wi-Fi 6 AX 1650i, 802.11 a/b/g/n+acR2+ax",v5.1,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Touchpad with Multi-touch Gesture Support,Built-in Dual Microphone,Built-in Dual Speakers,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,3200 MHz,,512 GB,,4 Cell Battery,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense","Laptop, Power Adaptor, User Guide, Warranty Documents","59 Wh 4-cell Li-ion battery, 165Hz Refresh Rate",,,Kensington Lock Slot,2,,1 TB,Upto 6 hours,16:09,,,,,,,,,,,,,,,
357,Asus,"₹75,990",Core i5,11400H,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 22.8 mm,2.3 kg,1 year Onsite Warranty,Full HD LED Backlit Display,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level",,802.11ax,v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in array microphone,Built-in Speaker,"2 x 2W speaker, DTS software",No,Intel Core i5,"2.7 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,,,1 TB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",90WHrs Li-ion,,,,,,,,16:09,,,,,,,,,,,,,,,
358,Asus,"₹78,990",Ryzen 7 ,4800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),354 x 259 x 20.6 mm,2.1 kg,1 year Onsite Warranty,IPS-level Panel,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD Display (170 Viewing Angle, Value IPS-level Panel, 250nits Brightness, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax) Dual Band (2*2),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,No,"Backlit Chiclet 4-Zone RGB Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,"2 x 1.5W Speaker, Audio by Dolby Atmos, AI Mic Noise-canceling",No,AMD Ryzen 7 ,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,,,512 GB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents","ROG Boost up to 1615MHz at 50W (65W with Dynamic Boost), Adaptive-Sync Technology, BIOS Administrator Password and User Password Protection, ø6.0, 150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC, 50/60Hz Universal",,,,2,NA,,,16:09,150W AC Adapter,,,,,,,,,,,,,,
359,Acer,"₹1,01,990",Core i7,11800H ,Gaming,Netbook,Windows 10 Home (64-bit),363.4 x 255 x 23.9 mm,2.4 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD, Acer ComfyView LED-backlit TFT LCD, 144 Hz Refresh Rate",Killer Ethernet E2600,"Killer Wi-Fi 6 AX 1650i, 802.11a/b/g/n/ac R2+ax Wireless LAN",v5.1,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Touchpad with Multi-touch Gesture Support,Built-in Dual Microphone,Built-in Dual Speakers,"DTS X:Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier | Supported in Windows Spatial Sound for PC Gaming with DTS license integrated | Acer Purified. Voice technology with dual built-in microphones | Compatible with Cortana with Voice | Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound",No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,,Upto 32 GB,256 GB,,4 Cell Battery,"Acer Care Center, Acer Product Registration, NitroSense","Laptop, Power Adaptor, User Guide, Warranty Documents",,,,Kensington Lock Slot,2,,1 TB,Upto 8 hours,16:09,,7200 RPM,,,,,,,,,,,,,
360,Lenovo,"₹1,57,989",Core i7,11800H,Gaming,Netbook,Windows 11 Home (64-bit),,,1 year Warranty,QHD,No,16 inches,2560 x 1440 pixels,~ 184,Yes,,No,"11ax, 2x2",v5.1,2 x USB 3.0,,,Yes,Yes,Yes,"Backlit, English, Yes",Yes,Yes,Yes,,,No,Intel Core i7,"1.9 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,,,1 TB,,,,"Laptop, Power Adapter, User Guide, Warranty Documents",,,,,,,,,16:09,,,,,,,,,,,,,,,
